chave: step: 0, estado 0,0, : actions: [8451.038719312934, 5479.7067020524555, 8889.301308716103, 5312.105670087578, 5385.96408160014, 8482.708167031302, 8427.899925411735, 5213.526355242718, 8454.204190651626, 5174.054406188552, 10894.239770772452, 8918.243432568388, 5278.40947299333]
chave: step: 1, estado 0,0, : actions: [8259.79543362141, 4650.697992508591, 7957.837688603982, 5072.719734828829, 5007.137329709236, 10575.80836183739, 7984.145829310494, 4900.7913528134995, 7982.750253169672, 4979.275873806715, 7978.774521314443, 7947.6509668457165, 4989.760508880573]
chave: step: 1, estado 0,0, : actions: [422.44679738439606, 5931.130522251949, 1194.8800988150272, 300.5343231221907, 462.05700270570924, 298.0813611586618, 522.4475426487807, 327.05265020130344, 686.4561101882601, 449.73931555833445, 993.4849067370639, 645.5322854790038, 348.2269941332863]
chave: step: 1, estado 0,0, : actions: [0, 0, 0, 0, 974.9467168291576, 573.2432825227609, 389.30798810560555, 5525.648600248929, 0, 0, 0, 49.0, 0]
chave: step: 2, estado 0,0, : actions: [8230.82203068882, 4818.630452595466, 7553.209549335968, 4461.651112585903, 4237.028932649053, 8211.637978317049, 10260.740266768267, 4454.222160259516, 7938.4214125779645, 4587.921711467051, 7642.816493037242, 7627.427783788384, 4602.74296308728]
chave: step: 2, estado 0,0, : actions: [4718.268450622748, 0, 286.60002959347855, 1667.0315231312056, 1572.2798358490745, 824.8202585356183, 759.3186106473602, 1168.1536342945224, 658.6271343728455, 384.9617730133195, 900.6110371274344, 1211.1996020166346, 1809.4292660242945]
chave: step: 2, estado 0,0, : actions: [2953.0447503424125, 0, 0, 374.4820950296965, 143.37119143059405, 0, 0, 125.85582568447181, 0, 180.20017331748517, 0, 0, 0]
chave: step: 2, estado 0,0, : actions: [5719.304246451723, 1776.367560931452, 804.6917427460475, 0, 1423.0269741805607, 423.51163112167853, 1868.0794674361623, 2015.220952210584, 1294.0630742946573, 931.7653741180736, 1438.6956186862708, 742.5932214822071, 1128.2480525500177]
chave: step: 2, estado 0,0, : actions: [7708.080878018947, 1621.082186209264, 1317.899010185758, 778.2495533349177, 400.33681401062324, 4231.673328068425, 2823.3736227790355, 1306.0459954541643, 2526.27846476966, 1237.4318294880281, 799.9291359629034, 2459.7765847044584, 2069.651006822362]
chave: step: 2, estado 0,0, : actions: [276.5416579246323, 0, 0, 0, 0, 0, 0, 0, 5128.394279018169, 0, 0, 442.59143862728183, 0]
chave: step: 2, estado 0,0, : actions: [304.76311751074167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
chave: step: 3, estado 0,0, : actions: [6978.455149453358, 3946.55151380525, 7177.825675471462, 4028.246668040238, 4446.365145267154, 6994.484428107587, 7012.762197615603, 4113.228191099651, 6992.996304983421, 4058.7623812698757, 9920.199608734569, 7305.655002023364, 4309.930861240573]
chave: step: 3, estado 0,0, : actions: [8800.682812219567, 262.89056209486, 4013.4422060539723, 2366.9720450240297, 958.7933650505098, 5183.195270196476, 5162.462070340568, 2623.1511718220077, 2244.0151058009255, 1868.049775504694, 2727.4858793537937, 3832.1366631943474, 1813.4833296004574]
chave: step: 3, estado 0,0, : actions: [4305.430088744176, 468.5301151393039, 538.5372882135747, 85.50308095196812, 619.5260573561573, 894.5773179482342, 291.46762607349837, 512.234108089764, 764.2449607433664, 0, 0, 301.6333166423419, 513.0995879408595]
chave: step: 3, estado 0,0, : actions: [4667.78131149745, 0, 0, 322.71713272689794, 0, 0, 0, 218.92842134402792, 0, 0, 461.49657370828385, 451.68241672515836, 589.6655461877461]
chave: step: 3, estado 0,0, : actions: [3449.3648618755583, 0, 0, 0, 0, 0, 0, 0, 144.69467024211255, 0, 0, 526.1035664705896, 0]
chave: step: 3, estado 0,0, : actions: [4236.894406449043, 1136.7931422564416, 268.3349810887934, 416.9627475799329, 781.4007929828008, 1214.1035627198282, 1015.29752446119, 66.01013939653954, 1187.178680608431, 365.23591453143143, 621.156551822979, 1423.53507406388, 462.05339368123305]
chave: step: 3, estado 0,0, : actions: [5572.54118453688, 1899.7570044707181, 0, 340.834463886256, 934.8913107724065, 1142.3790557285547, 1037.4503967609778, 370.44546646322743, 0, 0, 470.3839874540594, 221.40864882000898, 560.9652848887462]
chave: step: 3, estado 0,0, : actions: [4753.582120637886, 335.46401577227425, 317.0678545287901, 324.7614281749839, 868.0533369327552, 960.0713649709132, 455.95269735561163, 309.48436815673716, 470.31108998769173, 1239.4610175866305, 0, 786.5554820302555, 1217.883196388206]
chave: step: 3, estado 0,0, : actions: [526.7047304896643, 0, 49.0, 401.4099050842015, 683.4868817516054, 453.83302716847106, 331.0753110206737, 0, 0, 0, 53.851, 0, 5709.153856052538]
chave: step: 3, estado 0,0, : actions: [3736.0068682882757, 0, 0, 410.0122948413764, 0, 420.7152289134019, 0, 0, 300.42300793611815, 0, 546.5282948878732, 440.76666995224707, 0]
